sample_id	file	total_mass	internal_scale	external_scale
OT01_P3_F11_0	/home-3/lgoff2@jhu.edu/work-zfs/seq/Dolen_OT/data/quants/OT01_P3_F11/abundances.cxb	713705	1	1
OT01_P3_F12_0	/home-3/lgoff2@jhu.edu/work-zfs/seq/Dolen_OT/data/quants/OT01_P3_F12/abundances.cxb	1.18013e+06	1	1
OT01_P3_G01_0	/home-3/lgoff2@jhu.edu/work-zfs/seq/Dolen_OT/data/quants/OT01_P3_G01/abundances.cxb	1.05416e+06	1	1
OT01_P3_G04_0	/home-3/lgoff2@jhu.edu/work-zfs/seq/Dolen_OT/data/quants/OT01_P3_G04/abundances.cxb	519163	1	1
OT01_P3_G05_0	/home-3/lgoff2@jhu.edu/work-zfs/seq/Dolen_OT/data/quants/OT01_P3_G05/abundances.cxb	569359	1	1
OT01_P3_G06_0	/home-3/lgoff2@jhu.edu/work-zfs/seq/Dolen_OT/data/quants/OT01_P3_G06/abundances.cxb	35	1	1
OT01_P3_G07_0	/home-3/lgoff2@jhu.edu/work-zfs/seq/Dolen_OT/data/quants/OT01_P3_G07/abundances.cxb	669653	1	1
OT01_P3_G08_0	/home-3/lgoff2@jhu.edu/work-zfs/seq/Dolen_OT/data/quants/OT01_P3_G08/abundances.cxb	542053	1	1
OT01_P3_H03_0	/home-3/lgoff2@jhu.edu/work-zfs/seq/Dolen_OT/data/quants/OT01_P3_H03/abundances.cxb	1.07393e+06	1	1
OT01_P3_H04_0	/home-3/lgoff2@jhu.edu/work-zfs/seq/Dolen_OT/data/quants/OT01_P3_H04/abundances.cxb	1.7832e+06	1	1
OT01_P3_H05_0	/home-3/lgoff2@jhu.edu/work-zfs/seq/Dolen_OT/data/quants/OT01_P3_H05/abundances.cxb	974826	1	1
OT01_P3_H08_0	/home-3/lgoff2@jhu.edu/work-zfs/seq/Dolen_OT/data/quants/OT01_P3_H08/abundances.cxb	865068	1	1
OT01_P3_H09_0	/home-3/lgoff2@jhu.edu/work-zfs/seq/Dolen_OT/data/quants/OT01_P3_H09/abundances.cxb	809345	1	1
OT01_P3_H10_0	/home-3/lgoff2@jhu.edu/work-zfs/seq/Dolen_OT/data/quants/OT01_P3_H10/abundances.cxb	3.2193e+06	1	1
OT01_P3_H12_0	/home-3/lgoff2@jhu.edu/work-zfs/seq/Dolen_OT/data/quants/OT01_P3_H12/abundances.cxb	697572	1	1
